ProductName,Stars,Ratings,Reviews,CurrentPrice,MRP,Processor,RAM,Storage,ImageURL
HP Victus Core i7 12th Gen,4.3,161,15,82990,101278,Intel Core i7 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l5bd5zk0/computer/o/l/w/15-fa0353tx-gaming-laptop-hp-original-imaggytdx6zpv6qg.jpeg?q=70
MSI Pulse GL66 Core i7 11th Gen,4.6,5,2,94990,123990,Pre-installed Genuine Windows 10 Home OS,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,https://rukminim2.flixcart.com/image/312/312/kr3tj0w0/computer/b/p/r/na-notebook-msi-original-imag4z5zs2xkvmwh.jpeg?q=70
APPLE 2022 MacBook Pro M2,4.5,35,1,119990,129900,Apple M2 Processor,8 GB Unified Memory RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/s/m/-original-imagfdewfh9z3pee.jpeg?q=70
HP Pavilion x360 Core i3 12th Gen,4,24,3,58990,65628,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/b/m/14-ek0137tu-thin-and-light-laptop-hp-original-imaghqbze3zrxx6t.jpeg?q=70
CHUWI Celeron Dual Core 11th Gen,0,0,0,19490,34990,Intel Celeron Dual Core Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/m/q/-original-imagrfsbcwgjjegf.jpeg?q=70
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen,4.3,3560,325,53990,70790,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
HP Pavilion Ryzen 5 Hexa Core 5500U,4.4,592,75,51800,67931,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/u/f/-original-imagp8xzzgzhf22u.jpeg?q=70
HP Victus Ryzen 7 Octa Core 5800H,0,0,0,71490,93197,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l5bd5zk0/computer/l/e/k/15-fb0040ax-gaming-laptop-hp-original-imaggyuezf9qtypd.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4,379,115,14990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
MSI Bravo 15 Ryzen 7 Octa Core 5800H,4.4,312,50,57990,72990,AMD Ryzen 7 Octa Core Processor,16 GB DDR RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/h/q/-original-imagrmhu8wvhykb7.jpeg?q=70
HP Pavilion Intel Core i5 11th Gen,3.9,22,4,73490,84841,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/0/g/-original-imagp8xzzc6q8zvk.jpeg?q=70
MSI Core i7 13th Gen,0,0,0,219990,279990,Intel Core i7 Processor (13th Gen),32 GB DDR5 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/p/3/stealth-16-studio-a13vf-023in-gaming-laptop-msi-original-imagnjyw4havgjgz.jpeg?q=70
HP Envy x360 Creator OLED Eyesafe Intel Evo Core i7 12th Gen,4.7,22,1,99990,127107,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/p/3/15-ew0043tu-thin-and-light-laptop-hp-original-imaghrgttxtdcnfy.jpeg?q=70
HP Ryzen 7 Octa Core 5700U,4.2,85,8,56069,75191,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/k/s/-original-imagp7pgjgbbjxht.jpeg?q=70
ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5,4.3,821,87,65990,75990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/u/-original-imaggzes4pd7ptkx.jpeg?q=70
Lenovo IdeaPad 3 Core i3 12th Gen,4.1,345,31,39990,66390,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/m/2/-original-imagpa5gadtkbm6y.jpeg?q=70
HP Omen Core i7 12th Gen,0,0,0,196990,232324,Intel Core i7 Processor (12th Gen),32 GB DDR5 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/j/i/17-ck1022tx-gaming-laptop-hp-original-imagg24gfaewgdzf.jpeg?q=70
HP OMEN Core i7 11th Gen,1,1,1,113990,132717,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,1291,403,16990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/y/s/-original-imagn9s6z2qmxmem.jpeg?q=70
CHUWI Core i3 10th Gen,4.3,37,7,22990,49990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/s/3/-original-imagr93z7hudmgwf.jpeg?q=70
MSI Core i7 12th Gen,4.4,8,0,84990,107990,Intel Core i7 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kt1u3rk0/computer/v/x/u/katana-gf66-11ud-thin-and-light-laptop-msi-original-imag6hgucfpqacvt.jpeg?q=70
MSI Core i7 13th Gen,0,0,0,169990,201990,Intel Core i7 Processor (13th Gen),16 GB LPDDR5 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/g/w/o/prestige-16studio-a13ve-031in-laptop-msi-original-imagnjyvgmhfpegx.jpeg?q=70
HP Pavilion Intel Core i5 12th Gen,4,217,23,63990,75799,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kzogn0w0/computer/o/3/6/15-eg1000tx-thin-and-light-laptop-hp-original-imagbn4b6ht9xznp.jpeg?q=70
MSI Core i7 13th Gen,0,0,0,179990,212990,Intel Core i7 Processor (13th Gen),32 GB LPDDR5 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/6/8/summit-e16flip-a13vet-068in-laptop-msi-original-imagnjyhqzwamgh7.jpeg?q=70
Primebook 4G enabled Android based MediaTek MT8788,0,0,0,17990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,27.94 cm (11 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/d/u/s-4g-thin-and-light-laptop-primebook-original-imagraab4g5uh39r.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,1291,403,13990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
APPLE 2023 Macbook Air M2,4.7,14,1,154900,0,Apple M2 Processor,8 GB Unified Memory RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/a/f/macbook-air-thin-and-light-laptop-apple-original-imagqapzpa4vrajk.jpeg?q=70
MSI Core i5 11th Gen,4.1,51,4,51990,69990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim2.flixcart.com/image/312/312/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4,379,114,14990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
CHUWI Celeron Dual Core 11th Gen,0,0,0,19490,34990,Intel Celeron Dual Core Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/m/q/-original-imagrfsbcwgjjegf.jpeg?q=70
MSI Core i9 13th Gen,0,0,0,489990,559990,Intel Core i9 Processor (13th Gen),64 GB DDR5 RAM,2 TB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/o/n/raider-ge78-hx-13vi-087in-gaming-laptop-msi-original-imagz6bbcpjgywww.jpeg?q=70
APPLE 2022 MacBook AIR M2,4.2,14,0,137990,149900,Apple M2 Processor,8 GB Unified Memory RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/n/p/-original-imagfdfew8gszzhk.jpeg?q=70
APPLE 2021 Macbook Pro M1 Pro,4.8,135,14,243990,259900,Apple M1 Pro Processor,16 GB Unified Memory RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kuyf8nk0/computer/g/z/q/mk1e3hn-a-laptop-apple-original-imag7yzmv57cvg3f.jpeg?q=70
MSI Katana 15 Core i5 12th Gen,0,0,0,84990,99990,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/w/k/katana-15-b12udxk-1019in-gaming-laptop-msi-original-imagp9fkssgswfca.jpeg?q=70
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen,4.3,3560,311,53990,70790,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
Lenovo IdeaPad 3 Core i3 12th Gen,4.1,345,31,39990,66390,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/m/2/-original-imagpa5gadtkbm6y.jpeg?q=70
MSI GS66 Core i7 11th Gen,0,0,0,195490,235990,Pre-installed Genuine Windows 10 Home OS,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,https://rukminim2.flixcart.com/image/312/312/kqv8vww0/computer/w/m/g/na-notebook-msi-original-imag4sh33sdvnkgh.jpeg?q=70
HP Core i5 12th Gen,0,0,0,60250,71641,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/1/u/-original-imagp8xz5gyyut2y.jpeg?q=70
MSI Bravo 15 Ryzen 7 Octa Core 5800H,4.4,312,45,57990,72990,AMD Ryzen 7 Octa Core Processor,16 GB DDR RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/h/q/-original-imagrmhu8wvhykb7.jpeg?q=70
ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5,4.3,821,81,65990,75990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/u/-original-imaggzes4pd7ptkx.jpeg?q=70
HP Omen Ryzen 7 Ryzen 7 Octa Core 6800H,0,0,0,109990,127036,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/s/a/16-n0049ax-gaming-laptop-hp-original-imaghwptyggvfjjd.jpeg?q=70
MSI Core i7 13th Gen,0,0,0,244990,335990,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/t/g/stealth-16-studio-a13vg-030in-laptop-msi-original-imagrgwb8hjdyyhx.jpeg?q=70
HP 14s Intel Pentium Quad Core,3.9,527,57,29799,39990,Intel Pentium Quad Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/u/y/-original-imagp8xzmamquskg.jpeg?q=70
APPLE 2023 Macbook Air M2,4.7,14,1,134900,0,Apple M2 Processor,8 GB Unified Memory RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/a/f/macbook-air-thin-and-light-laptop-apple-original-imagqapzpa4vrajk.jpeg?q=70
Primebook 4G enabled Android based MediaTek MT8788,0,0,0,17990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,27.94 cm (11 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/d/u/s-4g-thin-and-light-laptop-primebook-original-imagraab4g5uh39r.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,1291,403,16990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/y/s/-original-imagn9s6z2qmxmem.jpeg?q=70
MSI GF63 Thin Core i7 11th Gen,4.4,629,68,72990,95990,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ktlu9ow0/computer/6/d/f/gf63-thin-10uc-606in-gaming-laptop-msi-original-imag6xfufgkdahu8.jpeg?q=70
MSI Core i7 13th Gen,0,0,0,181990,209990,Intel Core i7 Processor (13th Gen),8 GB DDR5 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/c/p/stealth-15-a13ve-034in-gaming-laptop-msi-original-imagz6bb3hpcgnae.jpeg?q=70
CHUWI Core i3 10th Gen,4.3,37,7,22990,49990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/s/3/-original-imagr93z7hudmgwf.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,1291,403,13990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
SAMSUNG Galaxy Book3 360 Core i7 13th Gen,0,0,0,138990,153446,Intel Core i7 Processor (13th Gen),16 GB DDR4X RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/8/v/galaxy-book3-360-thin-and-light-laptop-samsung-original-imagqqg2zkucnz39.jpeg?q=70
MSI Core i9 13th Gen,0,0,0,480990,548990,Intel Core i9 Processor (13th Gen),64 GB DDR5 RAM,2 TB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/s/g/x/titan-gt77-hx-13vi-092in-gaming-laptop-msi-original-imagz6bbegpvmr2k.jpeg?q=70
HP Victus Ryzen 5 Hexa Core 5600H,4.4,24,3,72790,84198,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kvvad8w0/keyboard-skin/k/j/i/laptop-premium-keyboard-cover-protector-fit-with-victus-by-hp-original-imag8njdqea2ucrh.jpeg?q=70
HP Pavilion Ryzen 5 Hexa Core AMD R5,4.4,419,64,69990,81869,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kwdv3bk0/computer/r/m/c/15-ec2145ax-gaming-laptop-hp-original-imag92vp9cznphgg.jpeg?q=70
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen,4.3,3560,311,53990,70790,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
CHUWI Celeron Dual Core 11th Gen,0,0,0,19490,34990,Intel Celeron Dual Core Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/m/q/-original-imagrfsbcwgjjegf.jpeg?q=70
MSI Raider GE66 Core i7 12th Gen,0,0,0,244990,279990,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kyag87k0/computer/7/r/u/raider-ge66-12ugs-gaming-laptop-msi-original-imagakb9zw7gqzcm.jpeg?q=70
MSI Katana 15 Core i7 12th Gen,0,0,0,86990,103990,Intel Core i7 Processor (12th Gen),8 GB DDR5 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/w/k/katana-15-b12udxk-1019in-gaming-laptop-msi-original-imagp9fkssgswfca.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4,379,114,14990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
MSI Bravo 15 Ryzen 7 Octa Core 5800H,4.4,312,45,57990,72990,AMD Ryzen 7 Octa Core Processor,16 GB DDR RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/h/q/-original-imagrmhu8wvhykb7.jpeg?q=70
HP 247 G8 Ryzen 3 Dual Core,4.1,79,9,26390,37848,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/6/r/9/247-g8-notebook-hp-original-imagpwbhdtz3dbjf.jpeg?q=70
MSI Core i7 13th Gen,0,0,0,279990,347990,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,2 TB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/k/p/-original-imagpz9fhy7wdxup.jpeg?q=70
MSI Core i7 13th Gen,0,0,0,144990,162990,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/c/p/stealth-15-a13ve-034in-gaming-laptop-msi-original-imagz6bb3hpcgnae.jpeg?q=70
HP Core i5 13th Gen,0,0,0,65499,72780,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/n/i/-original-imagregsvqctnyes.jpeg?q=70
Lenovo IdeaPad 3 Core i3 12th Gen,4.1,345,31,39990,66390,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/m/2/-original-imagpa5gadtkbm6y.jpeg?q=70
ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5,4.3,821,81,65990,75990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/u/-original-imaggzes4pd7ptkx.jpeg?q=70
HP Victus Ryzen 5 Hexa Core 5600H,4.2,101,8,56990,61012,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/m/6/15-fb0121ax-gaming-laptop-hp-original-imagp39ksrhjaxfa.jpeg?q=70
HP Pavilion Core i5 11th Gen,4.5,11,0,67490,87280,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/krjjde80/computer/b/q/h/na-gaming-laptop-hp-original-imag5bg5uwgmhmqj.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,1291,410,16990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/y/s/-original-imagn9s6z2qmxmem.jpeg?q=70
CHUWI Core i3 10th Gen,4.3,37,7,22990,49990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/s/3/-original-imagr93z7hudmgwf.jpeg?q=70
SAMSUNG Galaxy Book2 Core i5 12th Gen,4.4,166,21,66990,88990,Intel Core i5 Processor (12th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l37mtu80/computer/o/o/w/np750xee-xb1in-thin-and-light-laptop-samsung-original-imagednvzzu7t23v.jpeg?q=70
HP Spectre x360 (2023) OLED Eyesafe Intel Evo Core i7 13th Gen,0,0,0,185490,213582,Intel Core i7 Processor (13th Gen),32 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/b/2/-original-imagjmhqndcxs6yg.jpeg?q=70
MSI Modern 15 Ryzen 7 Octa Core Ryzen 7 5700U 5th Gen,0,0,0,59990,78990,AMD Ryzen 7 Octa Core Processor (5th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kzogn0w0/computer/8/h/y/modern-15-a5m-thin-and-light-laptop-msi-original-imagbnfheh2hcdeg.jpeg?q=70
HP Spectre Eyesafe Intel Evo Core i7 12th Gen,4.7,6,1,129990,157376,Intel Core i7 Processor (12th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/b/2/-original-imagjmhqndcxs6yg.jpeg?q=70
Primebook 4G enabled Android based MediaTek MT8788,0,0,0,17990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,27.94 cm (11 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/d/u/s-4g-thin-and-light-laptop-primebook-original-imagraab4g5uh39r.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,1291,410,13990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
HP Pavilion Gaming Ryzen 5 Hexa Core 5600H,0,0,0,73899,88900,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kulk9zk0/computer/f/t/w/15-ec2075ax-gaming-laptop-hp-original-imag7nyzhxqc7xhh.jpeg?q=70
HP Envy x360 (2023) Intel Core i5 13th Gen,0,0,0,88490,99004,Intel Core i5 Processor (13th Gen),16 GB LPDDR5 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/h/n/5/-original-imagrgymvjttbgay.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4,379,115,14990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
CHUWI Celeron Dual Core 11th Gen,0,0,0,19490,34990,Intel Celeron Dual Core Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/m/q/-original-imagrfsbcwgjjegf.jpeg?q=70
MSI Core i7 12th Gen,0,0,0,156990,0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/2/u/-original-imagrwq6yfqfw2x2.jpeg?q=70
MSI Core i7 10th Gen,4.2,32,3,56990,78990,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kuef2q80/computer/d/a/o/modern-14-b10mw-thin-and-light-laptop-msi-original-imag7jcak5zvgxaa.jpeg?q=70
HP Envy x360 (2023) Intel Ryzen 7 Octa Core 7730U,0,0,0,87490,99004,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/s/p/9/-original-imagrgymkthupvsb.jpeg?q=70
HP Pavilion Eyesafe (2023) Intel Core i5 12th Gen,4,169,26,73990,83710,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l2hwwi80/computer/o/q/u/eg2035tu-thin-and-light-laptop-hp-original-imagdtzgzfs6gjfy.jpeg?q=70
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen,4.3,3560,325,53990,70790,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
Lenovo IdeaPad 3 Core i3 12th Gen,4.1,345,31,39990,66390,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/m/2/-original-imagpa5gadtkbm6y.jpeg?q=70
MSI Core i7 13th Gen,3.7,3,0,66989,83990,Intel Core i7 Processor (13th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/m/k/modern-15-b13m-290in-thin-and-light-laptop-msi-original-imagnjyhw2dzzpaz.jpeg?q=70
SAMSUNG Galaxy Book3 360 Core i5 13th Gen,0,0,0,114990,126950,Intel Core i5 Processor (13th Gen),16 GB DDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/8/v/galaxy-book3-360-thin-and-light-laptop-samsung-original-imagqqg2zkucnz39.jpeg?q=70
MSI Bravo 15 Ryzen 7 Octa Core 5800H,4.4,312,50,57990,72990,AMD Ryzen 7 Octa Core Processor,16 GB DDR RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/h/q/-original-imagrmhu8wvhykb7.jpeg?q=70
ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5,4.3,821,87,65990,75990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/u/-original-imaggzes4pd7ptkx.jpeg?q=70
MSI Core i7 13th Gen,4.6,5,3,127990,155990,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/s/n/d/katana-17-b13vfk-253in-gaming-laptop-msi-original-imagmmhgf9gjkhzf.jpeg?q=70
HP Envy x360 (2023) Intel Ryzen 5 Hexa Core 7530U,0,0,0,86490,99004,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR5 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/g/u/i/15-fh0019au-laptop-hp-original-imagrdpdhzbhfavh.jpeg?q=70
MSI Core i5 12th Gen,4.2,20,2,59990,80990,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70
